p_val	avg_log2FC	pct.1	pct.2	p_val_adj
FXYD3	1.40806490941494e-79	7.86586792119913	0.041	0	3.45595451366804e-75
HNRNPM	3.09205276812699e-79	0.927491195877549	0.546	0.423	7.58913431409089e-75
MMP25-AS1	3.81732912993303e-79	-1.92665256737886	0.037	0.145	9.36925261650763e-75
TSC22D2	4.80990949969566e-79	1.1472303820464	0.33	0.19	1.1805441876053e-74
ARIH2OS	5.40544328561772e-79	-2.17588671296476	0.044	0.152	1.32671200002201e-74
SLC2A3	8.63825335636277e-79	0.94255989450207	0.608	0.516	2.12017290378568e-74
JUN	1.17188475352346e-78	-0.596206426044447	0.704	0.803	2.87627393904797e-74
ITGA4	1.41344380637052e-78	-0.668651152050037	0.293	0.462	3.4691564783558e-74
AC020911.2	1.66172548305615e-78	-1.87517167496913	0.052	0.164	4.07853902561302e-74
PER1	1.83592478268623e-78	1.20700945564444	0.288	0.154	4.50609378662508e-74
RPL12	2.85755294329601e-78	-0.309553254045905	0.917	0.966	7.01357794402574e-74
IRF3	5.10181630157502e-78	-0.809914884949193	0.233	0.385	1.25218979305857e-73
TIPARP	5.71473010323442e-78	1.28782104167003	0.293	0.161	1.40262335653786e-73
TNFSF14	7.44322496769053e-78	-1.3163321098229	0.063	0.185	1.82686513606996e-73
TMBIM4	1.20531160694967e-77	-0.778987860106734	0.249	0.402	2.95831680809728e-73
SLC25A45	1.51499575556839e-77	-1.81655496496825	0.062	0.177	3.71840558246705e-73
ZBTB10	1.52157144376624e-77	1.6844679906427	0.209	0.097	3.73454495157986e-73
ITGAE	3.56161121419536e-77	1.80523230534795	0.235	0.119	8.7416185641211e-73
GABRP	4.47652955745573e-77	10.960514832482	0.038	0	1.09871941458193e-72
GIMAP1	5.02300194222367e-77	-1.20931382707434	0.144	0.278	1.23284559669938e-72
EPCAM	6.82497786098349e-77	6.47243167666689	0.04	0.001	1.67512256619979e-72
ZNF708	2.37711933010879e-76	-1.49485202610349	0.089	0.212	5.834401683819e-72
TPX2	7.06025471274678e-76	3.38646302881334	0.063	0.009	1.73286891669657e-71
SLC1A4	9.13352047106532e-76	2.74836610828742	0.081	0.017	2.24173126441827e-71
CST7	1.32011429826995e-75	-0.45694016263878	0.31	0.509	3.24008853367375e-71
PLCB1	3.31830864293997e-75	-2.23658934645456	0.026	0.122	8.14445673323187e-71
BCL2	8.44352025656005e-75	-0.883348704077363	0.198	0.345	2.0723776117701e-70
PRR3	1.16282550478321e-74	-1.38197861651417	0.099	0.223	2.85403891893992e-70
IL1B	2.21705645318866e-74	3.78613577330793	0.049	0.004	5.44154335870625e-70
MYO1E	5.01265972650273e-74	5.09571897809763	0.045	0.003	1.23030720327283e-69
TIMP2	5.38663600222277e-74	3.54443407606334	0.06	0.008	1.32209594038556e-69
BCL3	5.97747128243456e-74	1.57061735535345	0.234	0.119	1.46711055156074e-69
POLR3E	7.46512329529725e-74	1.60998230067406	0.181	0.077	1.83223986159776e-69
ACP5	1.85165638014114e-73	2.44007997396903	0.127	0.043	4.5447054194184e-69
LYPD3	1.85842148647537e-73	3.12194879619424	0.054	0.006	4.56130969640516e-69
SPATS2L	2.08543259690761e-73	1.97020478047263	0.164	0.068	5.11848576585004e-69
GOLIM4	4.34713615426885e-73	2.3731773238854	0.113	0.035	1.06696109770375e-68
KPNA2	6.51107976908858e-73	1.13432445197081	0.279	0.151	1.5980794185251e-68
ASPM	6.58652978447337e-73	3.10953905449294	0.065	0.01	1.61659787030114e-68
GAPDH	7.6086221841835e-73	0.803307809679298	0.799	0.809	1.867460228886e-68
LUM	1.51386830278125e-72	10.8053982690627	0.036	0	3.71563836234631e-68
ZBTB1	2.86036808944169e-72	1.11146777939197	0.411	0.279	7.02048743872568e-68
AL139246.5	4.02182038187524e-72	-1.90504710656955	0.04	0.141	9.87115594527459e-68
AC245297.3	5.56039409907879e-72	-0.304587051240746	0.54	0.717	1.3647431276779e-67
EEF1D	1.33457065239748e-71	-0.373365420122921	0.715	0.868	3.27557020924437e-67
RALA	1.49481658517311e-71	1.57651630167721	0.221	0.109	3.66887782664888e-67
NOP53	1.53078768183995e-71	-0.444281156053483	0.504	0.69	3.75716528630798e-67
HIVEP1	1.89336539991978e-71	1.53042860864696	0.187	0.083	4.6470760375631e-67
PTP4A1	3.35194925961985e-71	1.09549411193568	0.344	0.209	8.22702426281097e-67
METTL23	9.67538336281404e-71	-1.1425836143973	0.133	0.262	2.37472609256908e-66
AL662844.4	1.06569147769813e-70	-1.44498704712296	0.067	0.179	2.61563316286228e-66
RBBP6	1.231993351608e-70	0.769339314612493	0.469	0.331	3.02380448218667e-66
NFKB1	1.70243740119152e-70	1.26920519896063	0.321	0.194	4.17846235748446e-66
LGMN	1.93538336790605e-70	3.88185897693528	0.045	0.003	4.7502049381886e-66
SC5D	2.61547092500772e-70	1.43056938568075	0.213	0.103	6.41941183833895e-66
PMEPA1	4.74200180529765e-70	1.48463505074259	0.172	0.073	1.16387692309226e-65
CD83	7.05008967634221e-70	1.24896108691282	0.227	0.113	1.73037401016143e-65
TUBA1A	1.47400692269435e-69	-0.773168808883151	0.408	0.554	3.61780259106102e-65
DDX3X	2.4828296340002e-69	0.445455728698117	0.783	0.716	6.0938570536901e-65
TGIF2	2.96745479821162e-69	1.42997495602896	0.19	0.085	7.2833210567306e-65
PCLAF	5.616725371678e-69	2.87466005647394	0.06	0.009	1.37856907522465e-64
NFKBIA	6.0370934721905e-69	0.497254710375573	0.673	0.564	1.48174422181444e-64
PPP2CA	8.73525433275461e-69	1.06066798240314	0.32	0.186	2.14398082343129e-64
DUSP5	1.13632735983743e-68	1.27210272821129	0.319	0.193	2.78900187198498e-64
ATP5ME	2.44337760286045e-68	1.01907044765473	0.512	0.401	5.9970259884607e-64
UTY	2.81880182927215e-68	-1.91709324985587	0.074	0.18	6.91846720976557e-64
TBCE	4.41694847664946e-68	-1.77166757908675	0.068	0.176	1.08409583410884e-63
ARAP2	5.81033285718355e-68	-0.536354161259395	0.277	0.444	1.42608809646713e-63
IFI44	7.5862732912732e-68	2.1920997942861	0.162	0.071	1.86197491661009e-63
AL137077.2	1.32374420068649e-67	-1.81054634991539	0.043	0.14	3.24899776616492e-63
MDM4	1.46740895379229e-67	-0.732952445525299	0.282	0.423	3.6016085361878e-63
ITGA1	2.0923103527552e-67	1.57454554399012	0.239	0.132	5.13536652980237e-63
AIF1	5.61787937309529e-67	1.4405871959607	0.115	0.037	1.37885231333251e-62
EIF4G2	5.69872961848815e-67	0.587385042833824	0.676	0.592	1.39869619756173e-62
AC012360.3	5.7351069302135e-67	-2.23857794307135	0.035	0.127	1.4076246449516e-62
NET1	8.74245102216236e-67	3.04549514165611	0.057	0.008	2.14574717887953e-62
SSR4	9.89778087433315e-67	-0.438105841147482	0.466	0.619	2.42931133779633e-62
FOXP3	1.1926597335198e-66	3.15309072739578	0.063	0.011	2.92726404995099e-62
TLE4	1.50424332993297e-66	-0.632752269835666	0.426	0.572	3.69201482898749e-62
RPL17	1.53294435096128e-66	-0.46899700531315	0.401	0.586	3.76245861499936e-62
ITM2B	1.93558323919037e-66	-0.364632955922922	0.648	0.793	4.75069550226885e-62
USP18	2.5836910981601e-66	3.08322031962918	0.072	0.015	6.34141143132416e-62
PDCL3	3.03107704038386e-66	1.46258963283002	0.263	0.149	7.43947548791814e-62
FKBP11	3.69001586778079e-66	-0.987045825038793	0.135	0.26	9.05677494588117e-62
IL2RA	3.90096478265927e-66	3.00058124829715	0.094	0.027	9.57452796255891e-62
RRM1	4.39512114817418e-66	1.43216125059164	0.177	0.079	1.07873853460787e-61
STMN1	6.33533065232269e-66	1.16877368362184	0.317	0.193	1.55494355530608e-61
RPL36	6.83733849732337e-66	-0.280036937758201	0.945	0.973	1.67815636078305e-61
ZEB2	9.16963282101589e-66	1.32520140142892	0.347	0.238	2.25059467959014e-61
TPM4	1.28325286643086e-65	1.06094621560432	0.435	0.32	3.1496158353679e-61
HSPH1	2.03680421411417e-65	0.32214373026107	0.611	0.491	4.99913226312182e-61
EMB	2.15157615553868e-65	-0.346016612021996	0.425	0.603	5.28082851615413e-61
KRT86	2.54147961335194e-65	2.91940607768646	0.068	0.014	6.23780756301101e-61
RDH10	4.45510674145691e-65	2.46639427643369	0.083	0.021	1.09346139862318e-60
COQ7	6.43455062583697e-65	-1.21328702403739	0.135	0.255	1.57929610560543e-60
ARHGAP15	7.12750790371203e-65	-0.630061450125813	0.311	0.452	1.74937553988708e-60
NHS	8.13256689297566e-65	3.71839244172162	0.05	0.006	1.99605721821195e-60
ZC3H12C	9.00060965408532e-65	5.44249221574266	0.036	0.001	2.2091096334987e-60
BACH2	9.12651899887368e-65	1.38418735737523	0.144	0.056	2.24001282308356e-60
THUMPD3-AS1	1.05323963473371e-64	-0.786251572169962	0.302	0.437	2.58507135949042e-60
C1orf56	1.47527156892449e-64	-0.915183216328388	0.224	0.351	3.62090653876827e-60
LMNB1	1.86572856723661e-64	1.88661060808215	0.126	0.046	4.57924419542553e-60
HYPK	4.92758510133053e-64	-2.17213384451516	0.043	0.136	1.20942648727056e-59
ICAM3	1.69247232778346e-63	-0.657015805373341	0.263	0.397	4.15400408131172e-59
RAB30-AS1	2.34270343198219e-63	-1.41015657069164	0.07	0.174	5.74993130345708e-59
KLRF1	3.64967339593498e-63	-2.25881904914238	0.029	0.116	8.95775838298282e-59
RNF19A	4.736985628632e-63	1.100812641074	0.503	0.417	1.16264575269144e-58
ATP1B3-AS1	5.25568096947793e-63	2.75754030643016	0.055	0.008	1.28995433714866e-58
LEF1	7.36342321108113e-63	1.1151873445602	0.22	0.112	1.80727859292775e-58
CD81	1.01320664640953e-62	-0.448048925991103	0.345	0.497	2.48681439294755e-58
PIP4K2A	1.43735486872274e-62	-0.604826604311584	0.327	0.467	3.52784378979308e-58
RPS15	1.90577265839921e-62	-0.255165063446104	0.951	0.976	4.67752841277502e-58
ZC3H12A	1.98488170230409e-62	1.04941522449664	0.307	0.184	4.87169365013515e-58
ACAP1	2.48725106234558e-62	-0.383585462025112	0.501	0.65	6.10470900742098e-58
AL358472.4	3.62036624013973e-62	-2.624874686947	0.021	0.1	8.88582689979895e-58
DCN	6.18299729941514e-62	7.51973719089026	0.032	0	1.51755485716845e-57
HIST1H2BN	8.09311206087268e-62	-1.51650831335589	0.071	0.174	1.98637342422059e-57
FCRL6	8.79348872542353e-62	-1.34353391152618	0.036	0.128	2.15827387276795e-57
AP005482.1	8.99099155185949e-62	-2.21630001530041	0.032	0.118	2.20674896648839e-57
PRRC2C	9.06496935664972e-62	0.480701791358139	0.793	0.769	2.22490607889611e-57
OSER1	9.62670378292216e-62	1.15008986337897	0.205	0.099	2.36277817648041e-57
AC012306.2	1.32811755485034e-61	-1.6626922236544	0.047	0.14	3.25973172662467e-57
JCHAIN	2.16390149903092e-61	3.92932630815223	0.041	0.003	5.31107983922148e-57
CLDN18	2.82775815616399e-61	7.82145167251043	0.03	0	6.9404496184889e-57
AL135925.1	4.14496164539069e-61	-1.57903662639324	0.071	0.172	1.01733938624469e-56
AL137802.2	5.53626621293985e-61	-3.5178816012913	0.008	0.076	1.35882117930396e-56
IGF1R	5.95344677353057e-61	1.78108931068407	0.078	0.02	1.46121397609534e-56
TM4SF1	8.30065456360251e-61	5.12294502795952	0.033	0.001	2.0373126560906e-56
CD84	1.08826695441957e-60	-0.664050556961031	0.202	0.344	2.6710424129274e-56
CHD4	1.21172532413966e-60	0.753685766232421	0.513	0.392	2.97405863556838e-56
AC004687.1	1.32837970635538e-60	-0.587296070399016	0.174	0.314	3.26037515127864e-56
CLSPN	1.64486447367427e-60	2.72463070991319	0.064	0.013	4.03715536418613e-56
GPR183	1.79765106538061e-60	1.67455369606679	0.333	0.225	4.41215477487017e-56
DCUN1D3	2.01698023630485e-60	1.93615133764925	0.086	0.024	4.95047629198663e-56
LITAF	2.06652037720135e-60	1.15434544335863	0.44	0.327	5.07206761380299e-56
INTS6	3.3445396094299e-60	-0.395734322461605	0.577	0.728	8.20883801738474e-56
AL645728.1	3.90911221152283e-60	-1.35214563422733	0.086	0.192	9.59452501196163e-56
RASGEF1B	4.31331661945949e-60	1.37709744124605	0.18	0.085	1.05866043108014e-55
C17orf67	4.92082344169604e-60	-1.48232825427593	0.071	0.172	1.20776690552988e-55
UBE2K	6.26972698370171e-60	1.16665688403591	0.322	0.205	1.53884179087975e-55
TAP1	1.29036267055525e-59	1.19970479663538	0.398	0.292	3.1670661386108e-55
ZNF683	1.35579763497788e-59	2.09646342278244	0.174	0.087	3.32766971528972e-55
NXT1	1.95480144254221e-59	1.14152343189281	0.221	0.114	4.79786466057559e-55
AREG	2.25736192078145e-59	1.33594542286639	0.27	0.161	5.54046909836598e-55
NUDT4	3.70443815178643e-59	0.908302782475017	0.305	0.182	9.09217299974462e-55
RALGAPA1	4.23506266816141e-59	1.12382822115378	0.354	0.238	1.03945378127354e-54
ATP5F1B	5.71586101386106e-59	0.982162579287086	0.423	0.303	1.40290092724206e-54
DOCK5	5.98204018182607e-59	2.94166595509925	0.062	0.013	1.46823194222739e-54
ZNF91	7.17562652737588e-59	-1.0151300844071	0.142	0.257	1.76118577487913e-54
NDUFA13	8.84953333632141e-59	-0.797116865049551	0.22	0.339	2.17202946206673e-54
SYNJ2	8.96447197406681e-59	1.70765502797711	0.124	0.047	2.20024000131496e-54
GSTK1	1.0244601824066e-58	-0.451504825424163	0.327	0.47	2.51443507169876e-54
CD8A	1.10753997904204e-58	-0.705404112016232	0.194	0.328	2.71834612456077e-54
ETF1	1.38632759006892e-58	1.11916336501181	0.246	0.136	3.40260243706516e-54
OFD1	1.54288888475203e-58	-0.574304494493764	0.269	0.404	3.78686647873539e-54
CD300A	2.26953889023356e-58	-1.83196814390666	0.032	0.115	5.57035625218925e-54
ZFP91	2.44753017157316e-58	1.35326562544327	0.199	0.1	6.00721805310917e-54
AL021453.1	3.03476040809194e-58	-1.51496748847042	0.078	0.178	7.44851594562086e-54
PRDM2	3.3063232487192e-58	0.905887995044472	0.476	0.359	8.11503978165641e-54
HLA-DQA2	4.58858728324119e-58	-2.92599215356269	0.021	0.096	1.12622286279872e-53
TRAF3IP3	4.70992526771331e-58	-0.690694935127403	0.288	0.417	1.15600405770756e-53
BUB1B	1.16500643917044e-57	3.4011097450743	0.039	0.003	2.85939180429993e-53
OPA3	1.74444363256678e-57	1.27023248570008	0.148	0.062	4.28156245177191e-53
TRG-AS1	2.00361259851719e-57	-0.769364059336899	0.114	0.234	4.91766676180058e-53
IFNG-AS1	2.23809827087153e-57	-2.2867726471935	0.011	0.078	5.49318839602709e-53
PPDPF	2.62336489854403e-57	-0.61739770438785	0.295	0.417	6.43878680698647e-53
RNASEK	2.73334265763055e-57	-1.0090765897672	0.13	0.243	6.70871621888842e-53
UBE2C	2.79758572119741e-57	3.95580002982775	0.039	0.003	6.86639439410693e-53
CERS6	4.26040194913327e-57	1.75336954323358	0.102	0.034	1.04567305439527e-52
ERICH1	4.39830716567616e-57	-0.802716233952436	0.187	0.31	1.07952051074356e-52
AC245014.3	6.61109538076632e-57	-2.0117671657374	0.034	0.116	1.62262725025529e-52
HDGF	7.21731629403074e-57	1.24444497249838	0.267	0.158	1.7714181112069e-52
PIK3R3	1.27532254451014e-56	-1.67000084647502	0.043	0.129	3.1301516532457e-52
ATXN7L3B	1.36483263912669e-56	-0.990429311171353	0.148	0.264	3.34984522947256e-52
MATK	1.68263210237075e-56	-0.767480658465684	0.093	0.205	4.12985223205878e-52
TNS3	6.71892380362565e-56	4.80584326768882	0.034	0.002	1.64909265836188e-51
SLC12A2	7.18425056538467e-56	1.58264505955686	0.145	0.063	1.76330245876801e-51
VPS13C	8.81873090509616e-56	-0.526716495166276	0.385	0.523	2.1644693133468e-51
DCTN6	8.97198003659827e-56	1.22948527129984	0.192	0.095	2.20208278018268e-51
HSPD1	9.48455523995456e-56	0.513010327513742	0.626	0.554	2.32788923809445e-51
BTG1	1.70464509872963e-55	0.339173573143233	0.948	0.951	4.18388093032199e-51
BRD2	1.21137922260602e-54	0.408519228753764	0.768	0.729	2.97320916396421e-50
BCL11B	1.39688823897545e-54	0.790028036751767	0.51	0.431	3.42852249374135e-50
SUB1	1.53703680195896e-54	0.627885556466007	0.694	0.645	3.77250312672806e-50
WDR45B	1.77109558504574e-54	1.15029737676048	0.271	0.161	4.34697700393626e-50
COL6A1	1.96647758558465e-54	3.70003868098899	0.048	0.008	4.82652258605896e-50
CEP55	2.6388703957172e-54	2.95169799148892	0.043	0.005	6.4768434992483e-50
BIRC5	2.73107659001635e-54	3.97352907519782	0.037	0.003	6.70315438253614e-50
HSPB1	4.08787893476836e-54	-0.998343813883394	0.286	0.397	1.00332900574955e-49
CCL3L1	4.79741904128327e-54	-1.25923984923376	0.052	0.141	1.17747852949257e-49
RPLP1	6.0036393290402e-54	-0.258654353437376	0.99	0.991	1.47353323691963e-49
C19orf25	7.25703908246374e-54	-1.14924787761954	0.103	0.205	1.7811676723999e-49
UTRN	1.16955494591943e-53	-0.517381715993331	0.404	0.535	2.87055565926465e-49
EIF3A	1.21364819767964e-53	0.778054333154742	0.52	0.422	2.97877813638491e-49
CD74	1.31515490223432e-53	0.972151289886356	0.605	0.568	3.22791619204392e-49
USP9X	1.32611803405412e-53	0.991966988940702	0.293	0.178	3.25482410278243e-49
SDC4	1.56332110918635e-53	2.70531646233469	0.063	0.015	3.83701533038699e-49
CD109	1.63337600793719e-53	4.97203450004988	0.033	0.002	4.00895807388104e-49
CENPE	2.24245928541943e-53	2.45887303652807	0.068	0.017	5.50389207013344e-49
CTNNB1	2.26883983964621e-53	0.992372640491211	0.352	0.234	5.56864050242766e-49
TTC14	2.43280088954649e-53	-0.628169938134222	0.248	0.376	5.97106650330291e-49
HNRNPK	2.7104540306453e-53	0.511997551764665	0.716	0.661	6.65253837281581e-49
IFNGR1	3.21695264858153e-53	-0.976354374817631	0.107	0.212	7.8956885806785e-49
A2M	3.88404452700309e-53	-1.32407120465781	0.023	0.097	9.53299888707638e-49
BHLHE40	4.57480568594905e-53	1.34533677712842	0.303	0.208	1.12284030755934e-48
TPRG1	4.61583895723394e-53	-2.37250502437362	0.012	0.077	1.1329115136635e-48
ATM	4.71616672703607e-53	-0.478267946856985	0.452	0.597	1.15753596148373e-48
SKIL	4.78751121691429e-53	0.820476562660065	0.437	0.321	1.17504675307944e-48
KNL1	6.47834242426385e-53	2.46364228547082	0.054	0.011	1.59004436461132e-48
SLC16A10	7.71481115613884e-53	2.25952801493385	0.059	0.013	1.89352325016272e-48
LYAR	7.80186436285972e-53	-0.674567999248343	0.147	0.265	1.91488958922029e-48
AC013394.1	7.9971352477876e-53	1.02063300392164	0.24	0.133	1.96281687521699e-48
BATF	8.39289808794913e-53	1.84184427213042	0.232	0.14	2.05995290670624e-48
ZWINT	8.8746207905532e-53	3.5660572454011	0.037	0.003	2.17818692683338e-48
SPEN	1.44320184129558e-52	0.918614002110012	0.351	0.233	3.54219459927587e-48
UAP1	2.02612456085766e-52	1.3093578503221	0.169	0.081	4.97292012216905e-48
MT-ND4L	2.26946323644043e-52	-0.300309215961736	0.732	0.848	5.5701705675194e-48
HIST2H2BE	3.40604884396708e-52	-1.57661719065796	0.043	0.125	8.35980628263281e-48
TAB2	3.48062810806744e-52	1.20180249625992	0.243	0.141	8.54285362844071e-48
TOP1	3.92840274537697e-52	0.84708086585853	0.444	0.332	9.64187169825324e-48
ZNF737	4.39931574298057e-52	-2.44788565082543	0.022	0.092	1.07976805595715e-47
STAT5A	4.650316552465e-52	1.31740927895129	0.225	0.128	1.14137369463701e-47
DDX21	5.00905217314659e-52	0.819275551517139	0.522	0.431	1.2294217653771e-47
WSB1	5.15979827389303e-52	0.620928191905106	0.545	0.444	1.2664208883443e-47
ZNF821	1.18899831771766e-51	-1.65201266574499	0.052	0.137	2.91827747100621e-47
CSGALNACT1	1.60093648409648e-51	2.03582162590597	0.075	0.021	3.92933850656639e-47
ARG2	1.76116296907148e-51	2.04479497093112	0.063	0.015	4.32259839128905e-47
CFH	1.95311089018812e-51	-2.1829038179722	0.009	0.07	4.79371536887772e-47
DYNC1H1	2.09816421542772e-51	0.723112840995395	0.51	0.405	5.14973425034579e-47
FUS	2.4790114812335e-51	-0.424949557303549	0.741	0.847	6.0844857795395e-47
PBK	2.59148985416352e-51	4.25464442150262	0.031	0.002	6.36055269805894e-47
MYO1F	3.13576217283329e-51	-0.649100928790486	0.143	0.263	7.69641467700203e-47
BASP1	3.64983278676044e-51	3.61330846748963	0.036	0.003	8.95814959182483e-47
MT2A	5.82128838917306e-51	1.32269481995664	0.364	0.267	1.42877702223864e-46
WIPF3	7.19930087246334e-51	4.74047497392972	0.032	0.002	1.7669964061374e-46
GNL3	7.97725225140054e-51	1.07838885104021	0.327	0.217	1.95793679258375e-46
ZNF302	1.05935537668659e-50	-1.55472898448893	0.052	0.135	2.60008183653956e-46
AC008764.8	1.32798823140601e-50	-1.90685237272098	0.03	0.103	3.25941431516291e-46
POMP	1.51961835013035e-50	1.02867483770064	0.413	0.312	3.72975127855994e-46
NAB1	1.5391713751308e-50	1.73751209784042	0.138	0.063	3.77774222312104e-46
TECR	2.49338465092901e-50	-0.706103231992784	0.218	0.335	6.11976328724017e-46
COL6A3	3.40969630586325e-50	3.13855220125264	0.053	0.011	8.36875861311077e-46
NMRK1	3.52389033300274e-50	-1.02988046446737	0.141	0.245	8.64903643332192e-46
CTNNAL1	3.88210745356305e-50	2.28852927307073	0.058	0.013	9.52824453402515e-46
DDX27	4.69905061351435e-50	0.949575589249253	0.362	0.251	1.15333498258096e-45
PPA1	5.3082504861561e-50	1.12323995010214	0.321	0.216	1.30285699932215e-45
SPINK1	5.51042085881458e-50	9.85350549494286	0.024	0	1.35247769558745e-45
STAM	6.2944048248226e-50	1.47871867912011	0.15	0.07	1.54489872020446e-45
GPA33	6.58780283561186e-50	4.59438267131773	0.034	0.003	1.61691032797258e-45
CLDN4	7.68974910868546e-50	6.00423725068504	0.026	0.001	1.88737202123576e-45
GALNT2	8.21575095998339e-50	1.83574054975957	0.122	0.052	2.01647391561832e-45
LY9	1.10369287543112e-49	-1.22069797514359	0.08	0.172	2.70890379345814e-45
SESN1	1.23058146831281e-49	-1.29051957565695	0.063	0.149	3.02033915582695e-45
PHYH	1.7731141048033e-49	-1.05661926170286	0.147	0.25	4.35193125882923e-45
NDFIP2	1.77405369503397e-49	1.76461739136083	0.112	0.045	4.35423738909137e-45
