"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0035966","GO:0035966","response to topologically incorrect protein","34/931","175/17913",2.12226258963726e-11,2.8730846787819e-09,2.26414927770689e-09,"ATF3/ATF4/ATXN3/BAG3/CALR/CREB3/CTDSP2/DDIT3/DERL2/DNAJA1/DNAJB1/DNAJB2/DNAJB9/EDEM3/ERP44/FAF2/GSK3A/HERPUD1/HSP90AA1/HSP90AB1/HSPA1A/HSPA5/HSPA8/HSPD1/HSPH1/KLHL15/NCK2/PPP1R15A/PPP1R15B/PTPN2/RNF126/SERP1/TSPYL2/XBP1",34
"GO:0006913","GO:0006913","nucleocytoplasmic transport","46/931","302/17913",4.86002611446182e-11,6.40628179140507e-09,5.04850358150466e-09,"AHCYL1/AKT1/ALKBH5/BACH2/BAG3/CALR/CDKN1A/CTDSPL2/DHX9/EGR2/EIF5A/ENY2/HNRNPA1/HNRNPA2B1/HSPA9/IFNG/KPNA2/MAGOHB/NUP50/NUP62/NXF1/NXT1/POM121/POM121C/PPP1R10/RBM22/RBM4/RBM8A/RPL23/SMG5/SNRPG/SRRM1/SRSF2/SRSF3/SRSF5/SRSF6/SRSF7/STAT3/SUPT6H/SYMPK/TARDBP/TPR/TRIM28/XPO6/YTHDC1/ZC3H12A",46
"GO:0051169","GO:0051169","nuclear transport","46/931","305/17913",6.84328897896949e-11,8.78923961427133e-09,6.9264058491594e-09,"AHCYL1/AKT1/ALKBH5/BACH2/BAG3/CALR/CDKN1A/CTDSPL2/DHX9/EGR2/EIF5A/ENY2/HNRNPA1/HNRNPA2B1/HSPA9/IFNG/KPNA2/MAGOHB/NUP50/NUP62/NXF1/NXT1/POM121/POM121C/PPP1R10/RBM22/RBM4/RBM8A/RPL23/SMG5/SNRPG/SRRM1/SRSF2/SRSF3/SRSF5/SRSF6/SRSF7/STAT3/SUPT6H/SYMPK/TARDBP/TPR/TRIM28/XPO6/YTHDC1/ZC3H12A",46
"GO:0051028","GO:0051028","mRNA transport","30/931","146/17913",7.54137387392767e-11,9.44368543362592e-09,7.44214527032336e-09,"ALKBH5/DHX9/EIF5A/ENY2/HNRNPA1/HNRNPA2B1/HNRNPA3/KHSRP/LRPPRC/MAGOHB/NUP50/NUP62/NXF1/NXT1/POM121/POM121C/RBM8A/SMG5/SRRM1/SRSF2/SRSF3/SRSF5/SRSF6/SRSF7/SUPT6H/SYMPK/TPR/YTHDC1/ZFP36/ZFP36L1",30
"GO:0051168","GO:0051168","nuclear export","33/931","176/17913",1.12706574124872e-10,1.37694446290606e-08,1.08510822328183e-08,"AHCYL1/ALKBH5/BAG3/CALR/CTDSPL2/DHX9/EGR2/EIF5A/ENY2/HNRNPA1/HNRNPA2B1/HSPA9/MAGOHB/NUP50/NUP62/NXF1/NXT1/POM121/POM121C/RBM22/RBM8A/SMG5/SRRM1/SRSF2/SRSF3/SRSF5/SRSF6/SRSF7/SUPT6H/SYMPK/TPR/XPO6/YTHDC1",33
"GO:0051052","GO:0051052","regulation of DNA metabolic process","54/931","403/17913",1.51132230267056e-10,1.79266051979592e-08,1.41271541735081e-08,"AKT1/ATF1/BCL6/CACYBP/CCT2/CCT3/CCT4/CDKN1A/CUL4A/DHX36/DHX9/DUSP1/ENDOG/EXOSC6/EYA3/FGFR1/FUS/GATA3/HELB/HNRNPA1/HNRNPA2B1/HNRNPC/HNRNPU/HSP90AA1/HSP90AB1/ID3/JUN/KLHL15/KPNA2/MECP2/MLH1/MPHOSPH8/MYC/NAF1/PCNA/POT1/PPHLN1/PPP1R10/PPP2CA/PTGES3/RBBP6/RLF/RPS3/SIRT1/SMC3/SMCHD1/SMG5/SUPT6H/TFRC/TRIM28/TSPYL2/UBE2B/UBE2N/USP51",54
"GO:0061013","GO:0061013","regulation of mRNA catabolic process","33/931","178/17913",1.53891799463415e-10,1.79266051979592e-08,1.41271541735081e-08,"AKT1/ALKBH5/CIRBP/CNOT7/DHX36/DHX9/EXOSC6/EXOSC9/GTPBP1/HNRNPA0/HNRNPC/HNRNPU/HSPA1A/HSPA8/KHSRP/PABPC1/PABPC4/PSMC6/RPS27A/SECISBP2/SYNCRIP/TARDBP/TNRC6B/TNRC6C/TOB1/UBA52/UBB/UBC/ZC3H12A/ZC3HAV1/ZFP36/ZFP36L1/ZFP36L2",33
"GO:1903312","GO:1903312","negative regulation of mRNA metabolic process","20/931","69/17913",1.73053936273717e-10,1.97006174271602e-08,1.55251737087665e-08,"CIRBP/DHX9/HNRNPA0/HNRNPA2B1/HNRNPC/HNRNPK/HNRNPU/PABPC1/PTBP1/RBM42/RNF20/SAP18/SECISBP2/SFSWAP/SRSF6/SRSF7/SYNCRIP/TARDBP/TOB1/ZFP36",20
"GO:0006986","GO:0006986","response to unfolded protein","31/931","161/17913",2.06217407345374e-10,2.29542887420662e-08,1.80892462583662e-08,"ATF3/ATF4/BAG3/CALR/CREB3/CTDSP2/DDIT3/DERL2/DNAJA1/DNAJB1/DNAJB2/DNAJB9/EDEM3/ERP44/FAF2/GSK3A/HERPUD1/HSP90AA1/HSP90AB1/HSPA1A/HSPA5/HSPA8/HSPD1/HSPH1/NCK2/PPP1R15A/PPP1R15B/PTPN2/SERP1/TSPYL2/XBP1",31
"GO:0006611","GO:0006611","protein export from nucleus","31/931","163/17913",2.84979969778472e-10,3.10318406221818e-08,2.44548028986103e-08,"AHCYL1/ALKBH5/BAG3/CALR/CTDSPL2/EGR2/EIF5A/ENY2/HNRNPA2B1/HSPA9/MAGOHB/NUP50/NUP62/NXF1/NXT1/POM121/POM121C/RBM22/RBM8A/SMG5/SRRM1/SRSF2/SRSF3/SRSF5/SRSF6/SRSF7/SUPT6H/SYMPK/TPR/XPO6/YTHDC1",31
"GO:0097193","GO:0097193","intrinsic apoptotic signaling pathway","42/931","277/17913",3.92202247690059e-10,4.17987459293512e-08,3.29397184510128e-08,"AKT1/ATF4/BCLAF1/CDKN1A/CEBPB/CREB3/CUL4A/CYLD/DDIT3/DDIT4/DDX3X/DDX5/DNAJA1/FHIT/HERPUD1/HNRNPK/HSPA1A/MCL1/MLH1/MOAP1/NCK2/PMAIP1/PPP1R15A/PTPN2/RAD9A/RPL11/RPL26/RPS3/SERINC3/SFPQ/SIRT1/SKIL/SNAI1/SOD1/TNF/TOPORS/TPT1/UBB/UBQLN1/USP47/VDAC2/XBP1",42
"GO:0033044","GO:0033044","regulation of chromosome organization","45/931","311/17913",4.40715759562993e-10,4.59905258260632e-08,3.6243072332483e-08,"BCL6/CAMK2D/CCT2/CCT3/CCT4/CDC26/DHX36/DUSP1/GATA3/HNRNPA1/HNRNPA2B1/HNRNPC/HNRNPU/KDM3A/KDM4C/LCMT1/MECP2/MPHOSPH8/MTF2/MTHFR/MYC/NAF1/NUMA1/PAF1/POT1/PPHLN1/PPP1R10/RNF20/RNF4/SFPQ/SIN3A/SIRT1/SMAD4/SMG5/SUPT6H/TAF7/TPR/TRIM28/UBE2B/UBE2N/WDR61/ZNF207/ZNF274/ZNF335/ZNF451",45
"GO:0071826","GO:0071826","ribonucleoprotein complex subunit organization","36/931","221/17913",9.7123313605487e-10,9.92838118060988e-08,7.82411226682226e-08,"ATXN2L/BICD1/C9orf72/CELF1/CIRBP/CNOT6/CNOT7/CRNKL1/DDX3X/DHX9/DYNC1H1/EIF2A/EIF3D/EIF3F/EIF3H/EIF3K/EIF5/HSP90AA1/HSP90AB1/KIF5B/MTIF3/NAF1/PATL1/PTGES3/RPL11/RPL38/RPS14/RPS19/RPS23/SBDS/SF1/SF3A1/SNRPG/SRSF5/SRSF6/YTHDC1",36
"GO:2001242","GO:2001242","regulation of intrinsic apoptotic signaling pathway","30/931","163/17913",1.25640045818604e-09,1.25866197901078e-07,9.91895098567929e-08,"AKT1/BCLAF1/CREB3/CYLD/DDIT3/DDX3X/DNAJA1/HERPUD1/HNRNPK/HSPA1A/MCL1/NCK2/PMAIP1/PTPN2/RAD9A/RPL11/RPL26/RPS3/SERINC3/SFPQ/SIRT1/SKIL/SNAI1/SOD1/TPT1/UBB/UBQLN1/USP47/VDAC2/XBP1",30
"GO:0009896","GO:0009896","positive regulation of catabolic process","51/931","392/17913",1.3988068289717e-09,1.37384772672926e-07,1.0826678242815e-07,"ABHD5/AKT1/ATXN3/BAG3/BNIP3L/C9orf72/CDC37/CDKN1B/CNOT7/CSNK1D/DHX36/DNAJB2/ENDOG/GSK3A/GTPBP1/HERPUD1/HSP90AA1/HSPA1A/IFNG/IRS2/KHSRP/MYLIP/OAZ1/OAZ2/PABPC1/PLK2/PLK3/PNPLA2/PSMC6/RAD23A/RNF139/SCOC/SIRT1/STX5/SUMO1/TAF1/TNF/TNRC6B/TNRC6C/TOB1/TOMM7/TP53INP1/TRIM8/UBQLN1/ZBTB20/ZC3H12A/ZC3HAV1/ZFAND2A/ZFP36/ZFP36L1/ZFP36L2",51
"GO:0016569","GO:0016569","covalent chromatin modification","54/931","433/17913",2.13382756498932e-09,2.05545043712144e-07,1.61980837423278e-07,"ARID4A/ASXL1/ATXN3/BAZ1A/BCL6/CAMK2D/CHD1/CRTC2/ENY2/EYA3/GATA3/GTF2B/KDM3A/KDM4C/KDM6B/LDB1/LEF1/MAP3K12/MECP2/MORF4L1/MPHOSPH8/MTF2/MTHFR/MYSM1/PAF1/PER1/PHF10/PHF20/PPHLN1/RING1/RLF/RNF20/SATB1/SFPQ/SIN3A/SIRT1/SKP1/SMAD4/SUPT6H/TAF1/TAF7/TRIM28/UBE2B/UBE2N/USP15/USP16/USP22/USP3/USP51/WDR61/WDR82/ZNF274/ZNF335/ZNF451",54
"GO:0009408","GO:0009408","response to heat","29/931","158/17913",2.52808683246556e-09,2.38928055543773e-07,1.88288492984029e-07,"AKT1/ATXN3/BAG3/CAMK2D/CDKN1A/DHX36/DNAJA1/DNAJA4/DNAJB1/DNAJB6/FKBP4/HSP90AA1/HSP90AB1/HSPA1A/HSPA2/HSPA8/HSPH1/IER5/MLST8/NUP50/NUP62/POM121/POM121C/PTGES3/SIRT1/SOD1/SUMO1/TP53INP1/TPR",29
"GO:0031331","GO:0031331","positive regulation of cellular catabolic process","46/931","341/17913",2.84694709226874e-09,2.6408070342915e-07,2.08110167563504e-07,"ABHD5/AKT1/ATXN3/BAG3/BNIP3L/C9orf72/CDC37/CNOT7/CSNK1D/DHX36/DNAJB2/ENDOG/GSK3A/GTPBP1/HERPUD1/HSP90AA1/HSPA1A/IFNG/IRS2/KHSRP/PABPC1/PLK2/PLK3/PNPLA2/PSMC6/RAD23A/RNF139/SCOC/SIRT1/SUMO1/TAF1/TNF/TNRC6B/TNRC6C/TOB1/TOMM7/TP53INP1/TRIM8/UBQLN1/ZBTB20/ZC3H12A/ZC3HAV1/ZFAND2A/ZFP36/ZFP36L1/ZFP36L2",46
"GO:0022618","GO:0022618","ribonucleoprotein complex assembly","34/931","209/17913",2.93612915145813e-09,2.67401289448251e-07,2.10726972592689e-07,"ATXN2L/BICD1/C9orf72/CELF1/CIRBP/CNOT6/CNOT7/CRNKL1/DDX3X/DHX9/DYNC1H1/EIF2A/EIF3D/EIF3F/EIF3H/EIF3K/EIF5/HSP90AA1/HSP90AB1/NAF1/PATL1/PTGES3/RPL11/RPL38/RPS14/RPS19/RPS23/SBDS/SF1/SF3A1/SNRPG/SRSF5/SRSF6/YTHDC1",34
"GO:0006405","GO:0006405","RNA export from nucleus","25/931","122/17913",3.0303818661885e-09,2.71056835138182e-07,2.13607744327197e-07,"ALKBH5/DHX9/EIF5A/ENY2/HNRNPA1/HNRNPA2B1/MAGOHB/NUP50/NUP62/NXF1/NXT1/POM121/POM121C/RBM8A/SMG5/SRRM1/SRSF2/SRSF3/SRSF5/SRSF6/SRSF7/SUPT6H/SYMPK/TPR/YTHDC1",25
"GO:0051054","GO:0051054","positive regulation of DNA metabolic process","35/931","222/17913",4.02832821078157e-09,3.53998175575524e-07,2.78970097699555e-07,"AKT1/ATF1/CACYBP/CCT2/CCT3/CCT4/DHX36/DHX9/ENDOG/EXOSC6/EYA3/FGFR1/FUS/HNRNPA1/HNRNPA2B1/HSP90AA1/HSP90AB1/JUN/MECP2/MLH1/MPHOSPH8/MYC/NAF1/PCNA/POT1/PPHLN1/PPP1R10/PTGES3/RPS3/SIRT1/SMCHD1/TFRC/TRIM28/UBE2B/UBE2N",35
"GO:0043620","GO:0043620","regulation of DNA-templated transcription in response to stress","24/931","115/17913",4.26186815559251e-09,3.68063751575222e-07,2.90054547794408e-07,"ATF3/ATF4/BAG3/BCLAF1/CEBPB/CHD6/CITED2/DDIT3/DNAJB1/EGLN1/EGR1/HSPA1A/HSPA5/JUN/KLF2/NCK2/PSMC6/RPS27A/RPS6KA3/SIN3A/TAF1/UBA52/UBB/UBC",24
"GO:0006406","GO:0006406","mRNA export from nucleus","23/931","107/17913",4.90322705834409e-09,4.09337738920759e-07,3.22580727522637e-07,"ALKBH5/EIF5A/ENY2/HNRNPA2B1/MAGOHB/NUP50/NUP62/NXF1/NXT1/POM121/POM121C/RBM8A/SMG5/SRRM1/SRSF2/SRSF3/SRSF5/SRSF6/SRSF7/SUPT6H/SYMPK/TPR/YTHDC1",23
"GO:0071427","GO:0071427","mRNA-containing ribonucleoprotein complex export from nucleus","23/931","107/17913",4.90322705834409e-09,4.09337738920759e-07,3.22580727522637e-07,"ALKBH5/EIF5A/ENY2/HNRNPA2B1/MAGOHB/NUP50/NUP62/NXF1/NXT1/POM121/POM121C/RBM8A/SMG5/SRRM1/SRSF2/SRSF3/SRSF5/SRSF6/SRSF7/SUPT6H/SYMPK/TPR/YTHDC1",23
"GO:0000380","GO:0000380","alternative mRNA splicing, via spliceosome","16/931","54/17913",8.15693271446268e-09,6.69804524044976e-07,5.27842928028215e-07,"DDX17/DDX5/DHX9/HNRNPA1/HNRNPL/HNRNPU/PTBP1/RBM4/RBM8A/SAP18/SFPQ/SFSWAP/SMU1/SRSF6/TRA2B/ZBTB7A",16
"GO:0009266","GO:0009266","response to temperature stimulus","34/931","219/17913",1.00117106410616e-08,8.08849332275441e-07,6.37417910084564e-07,"AKT1/ATXN3/BAG3/CAMK2D/CDKN1A/CXCR4/DHX36/DNAJA1/DNAJA4/DNAJB1/DNAJB6/FKBP4/FOS/HSP90AA1/HSP90AB1/HSPA1A/HSPA2/HSPA8/HSPD1/HSPH1/IER5/MLST8/NUP50/NUP62/POM121/POM121C/PTGES3/SIRT1/SLC9A1/SOD1/SUMO1/THRA/TP53INP1/TPR",34
"GO:0034976","GO:0034976","response to endoplasmic reticulum stress","37/931","254/17913",1.31134349055778e-08,1.04262214987364e-06,8.21643791076304e-07,"ATF3/ATF4/ATXN3/CALR/CEBPB/CREB3/CTDSP2/DDIT3/DERL2/DNAJB9/EDEM3/EEF2/ERP44/FAF2/FLOT1/GSK3A/HERPUD1/HSPA1A/HSPA5/JUN/NCK2/NRBF2/PMAIP1/PPP1R15A/PPP1R15B/PTPN2/RNF103/RNF139/SERINC3/SERP1/SIRT1/TARDBP/TSPYL2/UBQLN1/UBXN1/USP19/XBP1",37
"GO:1900034","GO:1900034","regulation of cellular response to heat","19/931","79/17913",1.51433013716632e-08,1.1785269586028e-06,9.28744280245136e-07,"BAG3/CAMK2D/DNAJB1/DNAJB6/FKBP4/HSP90AA1/HSP90AB1/HSPA1A/HSPA8/HSPH1/IER5/MLST8/NUP50/NUP62/POM121/POM121C/PTGES3/SIRT1/TPR",19
"GO:0019058","GO:0019058","viral life cycle","43/931","324/17913",1.52933224813699e-08,1.1785269586028e-06,9.28744280245136e-07,"CCNK/CD55/CHMP1B/CHMP6/CNOT7/CXCR4/DDX3X/DDX5/EFNB2/HSP90AB1/HSPA1A/HSPA8/ICAM1/KPNA2/MPHOSPH8/NUP50/NUP62/PABPC1/PCBP1/PCBP2/PDCD6IP/POM121/POM121C/RAB5A/RAD23A/RPS27A/RPSA/SLC1A5/SMC3/TBC1D20/TFRC/TNF/TPR/TRIM28/TRIM38/TRIM8/UBA52/UBB/UBC/VPS37B/YTHDC2/ZC3H12A/ZC3HAV1",43
"GO:0050792","GO:0050792","regulation of viral process","32/931","204/17913",2.10587963083589e-08,1.59823501073591e-06,1.25949738686357e-06,"CCNK/CHD1/CNOT7/CXCR4/DDX3X/DDX5/DHX9/GTF2B/GTF2F2/HSPA8/JUN/KPNA2/LEF1/MPHOSPH8/PABPC1/POLR2A/POLR2C/POLR2H/RAD23A/SMC3/TAF11/TARDBP/TBC1D20/TNF/TRIM28/TRIM38/TRIM8/VPS37B/YTHDC2/ZC3H12A/ZC3HAV1/ZFP36",32
"GO:1900153","GO:1900153","positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay","9/931","16/17913",2.18986054117757e-08,1.6371658881729e-06,1.29017706667964e-06,"CNOT7/DHX36/PABPC1/TNRC6B/TNRC6C/TOB1/ZFP36/ZFP36L1/ZFP36L2",9
"GO:0071426","GO:0071426","ribonucleoprotein complex export from nucleus","23/931","116/17913",2.48650570582401e-08,1.83160398242242e-06,1.44340501499072e-06,"ALKBH5/EIF5A/ENY2/HNRNPA2B1/MAGOHB/NUP50/NUP62/NXF1/NXT1/POM121/POM121C/RBM8A/SMG5/SRRM1/SRSF2/SRSF3/SRSF5/SRSF6/SRSF7/SUPT6H/SYMPK/TPR/YTHDC1",23
"GO:0034605","GO:0034605","cellular response to heat","23/931","117/17913",2.94513887030873e-08,2.10745722876806e-06,1.66079259603876e-06,"ATXN3/BAG3/CAMK2D/CDKN1A/DHX36/DNAJB1/DNAJB6/FKBP4/HSP90AA1/HSP90AB1/HSPA1A/HSPA8/HSPH1/IER5/MLST8/NUP50/NUP62/POM121/POM121C/PTGES3/SIRT1/SUMO1/TPR",23
"GO:0071166","GO:0071166","ribonucleoprotein complex localization","23/931","117/17913",2.94513887030873e-08,2.10745722876806e-06,1.66079259603876e-06,"ALKBH5/EIF5A/ENY2/HNRNPA2B1/MAGOHB/NUP50/NUP62/NXF1/NXT1/POM121/POM121C/RBM8A/SMG5/SRRM1/SRSF2/SRSF3/SRSF5/SRSF6/SRSF7/SUPT6H/SYMPK/TPR/YTHDC1",23
"GO:0043618","GO:0043618","regulation of transcription from RNA polymerase II promoter in response to stress","22/931","109/17913",3.55994104523776e-08,2.50128440260075e-06,1.97115014232336e-06,"ATF3/ATF4/BAG3/CEBPB/CHD6/CITED2/DDIT3/DNAJB1/EGLN1/EGR1/HSPA1A/HSPA5/JUN/KLF2/NCK2/PSMC6/RPS27A/SIN3A/TAF1/UBA52/UBB/UBC",22
"GO:1905897","GO:1905897","regulation of response to endoplasmic reticulum stress","19/931","83/17913",3.5953778595978e-08,2.50128440260075e-06,1.97115014232336e-06,"ATXN3/CREB3/DDIT3/DERL2/DNAJB9/HERPUD1/HSPA1A/HSPA5/NCK2/PMAIP1/PPP1R15A/PPP1R15B/PTPN2/SERINC3/SIRT1/UBQLN1/UBXN1/USP19/XBP1",19
"GO:0016570","GO:0016570","histone modification","50/931","420/17913",3.88515682557381e-08,2.64695616578752e-06,2.08594753059298e-06,"ARID4A/ASXL1/ATXN3/BAZ1A/BCL6/CAMK2D/CRTC2/ENY2/EYA3/GATA3/GTF2B/KDM3A/KDM4C/KDM6B/LDB1/LEF1/MAP3K12/MECP2/MORF4L1/MTF2/MTHFR/MYSM1/PAF1/PER1/PHF10/PHF20/RING1/RLF/RNF20/SATB1/SFPQ/SIN3A/SIRT1/SKP1/SMAD4/SUPT6H/TAF1/TAF7/UBE2B/UBE2N/USP15/USP16/USP22/USP3/USP51/WDR61/WDR82/ZNF274/ZNF335/ZNF451",50
"GO:0006352","GO:0006352","DNA-templated transcription, initiation","34/931","231/17913",3.9104563040183e-08,2.64695616578752e-06,2.08594753059298e-06,"BCLAF1/CCNH/CDKN1A/DHX36/GTF2A1/GTF2B/GTF2E2/GTF2F2/JUN/MECP2/MED13/MED30/MED6/NOTCH4/NR1D2/NR4A1/NR4A2/NR4A3/NRBF2/POLR1E/POLR2A/POLR2C/POLR2H/RARA/SMARCA5/TAF1/TAF11/TAF7/THRA/TRIM28/TWISTNB/UBTF/ZNF451/ZNRD1",34
"GO:1903320","GO:1903320","regulation of protein modification by small protein conjugation or removal","33/931","223/17913",5.419220492372e-08,3.61931672617218e-06,2.85222131177474e-06,"AKT1/ARRDC3/DNAJA1/DNAJB2/EGR1/GOLGA2/GPS2/GSK3A/HERPUD1/HSP90AA1/HSP90AB1/HSPA1A/HSPA5/MASTL/PELI1/PRR7/RNF20/RPL11/RPL23/RPS3/TAF1/TOLLIP/TOPORS/TRAF6/UBB/UBE2D1/UBE2N/UBE2S/UBQLN1/UBXN1/WDR48/XIAP/ZC3H12A",33
"GO:0048524","GO:0048524","positive regulation of viral process","21/931","103/17913",6.03603191561972e-08,3.97822156122884e-06,3.13505812791883e-06,"CHD1/CNOT7/DDX3X/DHX9/GTF2B/GTF2F2/HSPA8/JUN/KPNA2/LEF1/PABPC1/POLR2A/POLR2C/POLR2H/RAD23A/SMC3/TAF11/TBC1D20/TRIM38/VPS37B/YTHDC2",21
"GO:2001244","GO:2001244","positive regulation of intrinsic apoptotic signaling pathway","16/931","62/17913",7.14108941499897e-08,4.64541777658829e-06,3.66084556476365e-06,"BCLAF1/DDIT3/MCL1/NCK2/PMAIP1/PTPN2/RAD9A/RPL11/RPL26/RPS3/SERINC3/SFPQ/SIRT1/SKIL/SOD1/UBB",16
"GO:0031503","GO:0031503","protein-containing complex localization","34/931","238/17913",8.23367907564315e-08,5.23594699414695e-06,4.12621517648255e-06,"ALKBH5/CLUAP1/DYNLL1/DYNLL2/EFNB2/EIF5A/ENY2/FKBP4/GRASP/GRIP1/HNRNPA2B1/HNRNPU/KLHL21/MAGOHB/NUP50/NUP62/NXF1/NXT1/POM121/POM121C/PURA/RBM8A/SFPQ/SMG5/SRRM1/SRSF2/SRSF3/SRSF5/SRSF6/SRSF7/SUPT6H/SYMPK/TPR/YTHDC1",34
"GO:0043487","GO:0043487","regulation of RNA stability","27/931","163/17913",8.40737710400039e-08,5.23594699414695e-06,4.12621517648255e-06,"AKT1/ALKBH5/CIRBP/DHX36/DHX9/EXOSC6/EXOSC9/HNRNPA0/HNRNPC/HNRNPU/HSPA1A/HSPA8/KHSRP/NAF1/PABPC1/PABPC4/PSMC6/RPS27A/SYNCRIP/TARDBP/UBA52/UBB/UBC/ZC3H12A/ZFP36/ZFP36L1/ZFP36L2",27
"GO:0000381","GO:0000381","regulation of alternative mRNA splicing, via spliceosome","13/931","41/17913",8.41330567616167e-08,5.23594699414695e-06,4.12621517648255e-06,"DDX17/DDX5/HNRNPA1/HNRNPL/HNRNPU/PTBP1/RBM4/RBM8A/SAP18/SMU1/SRSF6/TRA2B/ZBTB7A",13
"GO:1900151","GO:1900151","regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay","9/931","18/17913",8.4669935421422e-08,5.23594699414695e-06,4.12621517648255e-06,"CNOT7/DHX36/PABPC1/TNRC6B/TNRC6C/TOB1/ZFP36/ZFP36L1/ZFP36L2",9
"GO:0000288","GO:0000288","nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay","17/931","71/17913",9.27642375370312e-08,5.59826585328903e-06,4.41174243200846e-06,"CNOT3/CNOT4/CNOT6/CNOT7/DHX36/EXOSC6/EXOSC9/MLH1/PABPC1/PATL1/TNRC6B/TNRC6C/TOB1/WDR61/ZFP36/ZFP36L1/ZFP36L2",17
"GO:1903313","GO:1903313","positive regulation of mRNA metabolic process","17/931","71/17913",9.27642375370312e-08,5.59826585328903e-06,4.41174243200846e-06,"CNOT7/DHX36/GTPBP1/HSPA8/KHSRP/PABPC1/PAF1/PRDX6/TNRC6B/TNRC6C/TOB1/TRA2B/ZC3H12A/ZC3HAV1/ZFP36/ZFP36L1/ZFP36L2",17
"GO:0031396","GO:0031396","regulation of protein ubiquitination","30/931","196/17913",1.01461757621878e-07,6.05026123723797e-06,4.76793973787023e-06,"AKT1/ARRDC3/DNAJA1/DNAJB2/GOLGA2/GPS2/GSK3A/HERPUD1/HSP90AA1/HSP90AB1/HSPA1A/HSPA5/MASTL/PELI1/PRR7/RNF20/RPL11/RPL23/RPS3/TAF1/TOPORS/TRAF6/UBB/UBE2D1/UBE2N/UBE2S/UBQLN1/UBXN1/WDR48/XIAP",30
"GO:0002521","GO:0002521","leukocyte differentiation","54/931","485/17913",1.06355785823208e-07,6.26748389633471e-06,4.93912318064435e-06,"BCL6/CD83/CEBPB/CUL4A/CYLD/DHRS7B/DNAJB9/EGR1/EGR3/FLT3LG/FNIP1/FOS/FOXP1/FZD7/GATA3/GNAS/GPS2/HAX1/IFNG/IRF1/IRF2BP2/ITFG2/ITM2A/JUN/JUNB/KLF10/KLF6/L3MBTL3/LEF1/MYC/NFKBID/NFKBIZ/NRARP/PNP/PRR7/PTGER4/PTPN2/RARA/RUNX1/SATB1/SBNO2/SIRT1/SOD1/STAT3/TCF7/TFRC/TNF/TOB2/TRAF6/XBP1/ZBTB7A/ZC3H12A/ZFP36L1/ZFP36L2",54
"GO:1902369","GO:1902369","negative regulation of RNA catabolic process","14/931","49/17913",1.16843168789926e-07,6.80543526126438e-06,5.36305854298924e-06,"CIRBP/DHX36/DHX9/HNRNPA0/HNRNPC/HNRNPU/LRPPRC/NAF1/PABPC1/SECISBP2/SYNCRIP/TARDBP/TOB1/ZFP36",14
"GO:0030099","GO:0030099","myeloid cell differentiation","48/931","411/17913",1.30949374337696e-07,7.5393725983623e-06,5.94144166686462e-06,"ARID4A/BCL6/BPGM/CDKN1C/CEBPB/CNOT4/CUL4A/DHRS7B/FOS/FOXP1/GATA3/GNAS/HAX1/HSPA1A/HSPA9/IFNG/JUN/JUNB/KLF10/KLF2/L3MBTL3/LDB1/LEF1/MYC/NR4A3/PABPC4/PAF1/PTPN2/RARA/RPS14/RPS19/RUNX1/SBNO2/SIN3A/SIRT1/SMAP1/STAT3/TFRC/THRA/TNF/TNRC6B/TNRC6C/TOB2/TRAF6/WDR61/ZBTB7A/ZFP36/ZFP36L1",48
"GO:0043903","GO:0043903","regulation of symbiosis, encompassing mutualism through parasitism","33/931","232/17913",1.4127957666552e-07,8.0416977217908e-06,6.3373015848768e-06,"CCNK/CHD1/CNOT7/CXCR4/DDX3X/DDX5/DHX9/GTF2B/GTF2F2/HSPA8/JUN/KPNA2/LEF1/MPHOSPH8/PABPC1/POLR2A/POLR2C/POLR2H/RAD23A/SMC3/SQSTM1/TAF11/TARDBP/TBC1D20/TNF/TRIM28/TRIM38/TRIM8/VPS37B/YTHDC2/ZC3H12A/ZC3HAV1/ZFP36",33
"GO:0043488","GO:0043488","regulation of mRNA stability","26/931","158/17913",1.66454968676454e-07,9.36823525955456e-06,7.38268636944649e-06,"AKT1/ALKBH5/CIRBP/DHX36/DHX9/EXOSC6/EXOSC9/HNRNPA0/HNRNPC/HNRNPU/HSPA1A/HSPA8/KHSRP/PABPC1/PABPC4/PSMC6/RPS27A/SYNCRIP/TARDBP/UBA52/UBB/UBC/ZC3H12A/ZFP36/ZFP36L1/ZFP36L2",26
"GO:2001252","GO:2001252","positive regulation of chromosome organization","27/931","169/17913",1.80363318434137e-07,1.00382206892955e-05,7.91067186114635e-06,"BCL6/CCT2/CCT3/CCT4/DHX36/GATA3/HNRNPA1/HNRNPA2B1/HNRNPU/MECP2/MPHOSPH8/MTF2/NAF1/NUMA1/PAF1/POT1/PPHLN1/PPP1R10/RNF20/SFPQ/SIN3A/SIRT1/SMAD4/TPR/TRIM28/UBE2N/WDR61",27
